,Unnamed: 0,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist,duration,popularity,rd_year,release_date,track_name
7,7,0.033,0.8009999999999999,169636,0.498,3vrJ0qoAWVRiL3mqvKq8E0,0.8490000000000001,7,0.0741,-15.058,1,0.0521,117.984,4,0.5670000000000001,Chakra Balancing Meditation,169635,2,2019,2019-03-07,Anger Management
8,8,4.6299999999999994e-05,0.488,230800,0.961,6CnqvKnPB9VZ2gTh1pxuEh,1.12e-05,5,0.6609999999999999,-4.482,0,0.0764,150.062,4,0.46,What I Create,230800,5,2018,2018-09-07,Herculean
9,9,0.649,0.568,200933,0.857,7x3AGIgMMvWzOLcv0L99mk,2.3199999999999998e-05,9,0.32299999999999995,-5.199,1,0.0368,145.017,4,0.7290000000000001,Empire State Human,200933,0,2003,2003-01-01,Little Alfie - Alfie Go Lightly - Count To Infinity remix
10,10,0.00062,0.41100000000000003,192779,0.57,4iDLlJ4d36QMbpYPPiKTPJ,0.927,8,0.461,-8.654,1,0.045,83.98899999999999,4,0.322,SYNC,192779,21,2018,2018-05-31,Used to Be
11,11,0.0757,0.391,189787,0.552,1YM1TIFVRO3aF7EoqPLd0C,8.72e-06,0,0.0648,-8.43,1,0.0332,71.49600000000001,4,0.41,EXILES GOSPEL,189786,0,2018,2018-04-20,My Expectation
12,12,0.897,0.34299999999999997,272040,0.19399999999999998,4QiNbmYCX3ZXlORsGeZ8La,0.731,2,0.35600000000000004,-14.045,1,0.0423,170.81799999999998,4,0.151,Medley,272040,0,2008,2008-01-01,Hummingbird Medley
13,13,0.0379,0.622,239218,0.8640000000000001,5mwwHKdvW9il3uAxjH2KRQ,0.773,0,0.0853,-8.231,1,0.0366,126.93,4,0.961,Inner City Symphony,239217,0,2013,2013-07-09,Inner City Suite: City Theme / Are You Ready for This
14,14,0.965,0.129,323653,0.0561,1IGuHKsnBV2Dsps8QbLtvd,0.955,9,0.081,-23.026,1,0.0411,97.73899999999999,3,0.034,James Horner,323653,32,1998,1998-05-20,Diego's Goodbye
15,15,0.0145,0.948,196826,0.361,5G8IPSEDXk1xViosCgb3Rt,0.00349,1,0.0967,-6.355,1,0.114,128.995,4,0.23199999999999998,Yung Hurn,196826,48,2017,2017-03-14,Pretty Babé
16,16,0.0415,0.675,165512,0.621,6JqAXLiBTp4hk25Vls85pe,0.0,6,0.325,-6.632999999999999,0,0.447,89.978,4,0.44,Yung Cat,165511,16,2017,2017-04-13,So Gangstafied (feat. Tat Lucci & Demond Jones)
17,17,0.0915,0.35100000000000003,439410,0.885,6ngz3b34tCAY6dG9SlKzsH,0.00196,4,0.7240000000000001,-7.787999999999999,0,0.128,111.662,4,0.519,The Allman Brothers Band,439410,13,2018,2018-06-15,"Wasted Words (Live at Alltel Pavilion at Walnut Creek, Raleigh, Nc, 8/10/2003)"
18,18,0.332,0.547,226000,0.623,5wAjleF0fRJP2pgKPV6t3k,0.0,7,0.165,-6.069,0,0.0528,89.546,4,0.40700000000000003,Udit Narayan,226000,0,2018,2018-08-20,Jaan Baselu Hamra Paran Mein
19,19,0.934,0.5770000000000001,476566,0.267,07HOxL6eupQi8AVOlZGAlb,0.0,9,0.17800000000000002,-15.869000000000002,1,0.894,77.027,4,0.272,Amed Gökçen,476566,0,2008,2008-06-04,Qewle Sere Merge
20,20,0.7809999999999999,0.41,224000,0.46799999999999997,5QWY28zN4i6AWAsbYaNE5V,0.0114,5,0.0925,-8.499,1,0.0291,141.814,4,0.0932,Tunes United,224000,0,2010,2010-09-14,Celestial
21,21,0.20800000000000002,0.44,196016,0.66,1RoALGxTwNdzOL16Fy5KUe,0.0,6,0.276,-6.6770000000000005,1,0.285,173.66,4,0.34600000000000003,JP Cooper,196016,33,2018,2018-02-16,Closer - Nick Peters Remix
22,22,0.435,0.7759999999999999,240071,0.46,1NwJIjeLYt57mii2pIeRpF,0.106,9,0.111,-11.617,1,0.363,119.931,3,0.7170000000000001,Waste-N-Bacon,240071,0,2019,2019-01-18,Partial Placement
23,23,0.24,0.469,209226,0.535,01eLzRgj1gb6myIUPLnmFA,1.78e-06,0,0.42200000000000004,-6.627999999999999,1,0.0307,104.883,4,0.35700000000000004,Nihaarika,209226,0,2018,2018-11-22,Belli Chukki
24,24,0.000151,0.626,416001,0.922,4FaAnZCiqkRJIMUDWHLdRe,0.0266,0,0.11199999999999999,-6.017,1,0.0382,120.014,4,0.573,Koddis,416001,0,2017,2017-11-09,Fluffy Murderer - Original Mix
25,25,0.162,0.621,220000,0.657,2pZOulIvonMsjTrO0PC2Cn,0.0,1,0.0965,-8.682,1,0.0318,119.51700000000001,4,0.7190000000000001,Chi Coltrane,220000,8,1977,1977-01-01,What's Happening To Me
26,26,0.8440000000000001,0.728,152436,0.262,0nxE2tOkQsgF1vOnAPNQNn,0.946,6,0.0578,-25.807,1,0.223,116.417,3,0.976,Jean-Claude Kerinec,152435,0,1984,1984-05-15,Au-delà
27,27,6.95e-05,0.498,255467,0.963,3Rkh2YceF0NZSRUb1Vj7oA,3.38e-06,0,0.32899999999999996,-4.566,0,0.0744,97.991,4,0.36200000000000004,Bruce Dickinson,255466,28,2005,2005-06-21,Freak - 2001 Remastered Version
28,28,1.86e-05,0.226,229680,0.9890000000000001,6jTru9GjpO29KagsxBnpYp,0.7979999999999999,7,0.107,-1.62,0,0.11599999999999999,117.524,4,0.21600000000000003,Hellsaw,229680,0,2012,2012-01-01,Beldame. 1450
29,29,0.172,0.649,121029,0.29100000000000004,0sLx9vBziuOXAp0xBnwFO8,0.0,8,0.39399999999999996,-21.714000000000002,0,0.935,92.61,5,0.35100000000000003,Rachel Joyce,121029,1,2017,2017-12-29,"Mister Franks fabelhaftes Talent für Harmonie, Kapitel 37"
30,30,0.9540000000000001,0.66,198360,0.457,3zD7dXsBwT1KCoJleiLvmw,1.9e-06,9,0.17800000000000002,-9.732999999999999,1,0.0593,130.408,4,0.843,Fréhel,198360,0,2010,2010-07-12,Derrière la clique
31,31,0.852,0.48100000000000004,100400,0.00182,0kaXHN7OxZ2dcKJtnv9xVU,0.000121,6,0.27,-22.19,0,0.0624,97.991,4,0.48,Grunik,100400,0,2014,2014-08-01,Šuhajko V Hore
32,32,0.988,0.22899999999999998,225373,0.0424,70c0oh7dY0zwN1rfs3XWcs,0.9540000000000001,1,0.0901,-24.043000000000003,0,0.0464,64.95,3,0.0384,Patricia Van Ness,225373,0,2012,2012-10-02,The Voice of the Tenth Muse: I Pray
33,33,0.0705,0.539,319490,0.7879999999999999,7j7KEh5VYPzTBLPtxTbPhW,0.91,0,0.45,-8.904,1,0.027999999999999997,120.00299999999999,4,0.462,Advection Stride,319489,1,2017,2017-12-23,Stellar Surveyor
34,34,0.835,0.462,256720,0.33399999999999996,0ZLoTZU4eMLkQMRsanDFIC,0.0545,2,0.126,-8.302999999999999,1,0.0269,142.017,4,0.10300000000000001,Vikarien,256720,0,2013,2013-11-07,Låt stå
35,35,0.0226,0.9440000000000001,116524,0.5670000000000001,3GCyktYEBG3ZOWQvRD1zgK,6.51e-06,11,0.138,-9.781,1,0.281,132.011,4,0.737,lil Bles,116524,0,2018,2018-08-16,Cookie
36,36,0.09,0.452,229937,0.473,2lsHHQHZGXoqREUeKq6VSt,0.0171,7,0.239,-8.212,1,0.0257,81.778,4,0.40700000000000003,The Rebels Of Tijuana,229937,0,2016,2016-01-01,Pampa
37,37,0.873,0.8440000000000001,105232,0.281,6YzHnRel8IoUDabVh5I2JI,0.9570000000000001,8,0.0827,-8.754,1,0.0571,139.916,4,0.475,Katharina Blume,105231,3,2017,2017-10-20,Wiegenlied
38,38,0.278,0.76,161833,0.787,3YrpBwelslbza8rulKW9kG,0.0,11,0.237,-6.454,0,0.341,150.10399999999998,4,0.685,Typical Div,161832,0,2018,2018-07-30,Be Specific - Radio Edit
39,39,2.4299999999999998e-05,0.851,432960,0.705,2DA2gq3KytPZNAA9pIxMuD,0.922,5,0.11199999999999999,-13.102,0,0.0506,124.985,4,0.0601,Torteraz,432960,0,2018,2018-10-06,Burn It - Darkboy Tubular Remix
40,40,0.98,0.39399999999999996,191627,0.0416,78aVumZKDfLCMEukPAeV2w,0.0,5,0.182,-26.644000000000002,1,0.0493,127.352,5,0.129,Axios Men's Ensemble,191626,0,2016,2016-04-02,Thanksgiving Litany
41,41,0.7440000000000001,0.701,195413,0.7040000000000001,0PbcuMSPhgJOBrIZhDT3Rq,2.64e-05,0,0.138,-10.558,0,0.0622,106.32,4,0.9309999999999999,Franco,195413,2,1994,1994-01-01,Bolingo etondi ba souvenir
42,42,0.995,0.727,49133,0.0016,4jB2833v0PYyVXuwxGG1Pk,0.938,7,0.0731,-28.726,0,0.474,77.957,3,0.0,Erik Satie,49133,6,2003,2003-01-01,Danses gothiques: 4. A propos de Saint Bernard et de Sainte Lucie
43,43,0.748,0.605,256933,0.455,6YnI5PF4KoU6iYwHFzsFbx,0.0,2,0.858,-8.84,0,0.292,97.29899999999999,4,0.529,Mae Barnes & The By The Beautiful Sea Cast Ensemble,256933,0,2010,2010-12-14,Hang Up
44,44,0.0014199999999999998,0.5539999999999999,240560,0.748,7b5v9rGHeyITSEb0AbKvDo,9.89e-05,5,0.154,-2.793,0,0.0594,85.0,4,0.552,One-Way Mirror,240560,3,2015,2015-01-27,Warnings
45,45,3.0299999999999998e-05,0.8140000000000001,481000,0.5820000000000001,10i2Z0N1VaNLwigryVQseW,0.797,6,0.0505,-13.745999999999999,1,0.0609,121.992,4,0.74,Angel Jack,481000,0,2018,2018-04-19,Hats Main
46,46,0.972,0.254,69750,0.0917,1cep2oW05R0Z93l82BwJi2,0.77,4,0.107,-22.943,1,0.0449,120.671,5,0.0349,Traditional,69750,20,2015,2015-11-20,Regina mundi
47,47,0.193,0.319,176973,0.599,4WMslTOQErJKBws9gUK5oD,0.0,0,0.741,-11.527000000000001,1,0.0328,180.62,3,0.7040000000000001,De Deurzakkers,176973,23,2009,2009-01-07,La La La Van Strauss En Zo (Medley)
48,48,0.977,0.867,118762,0.0817,5coggitxX11sSAqk7GkYZk,0.00032,0,0.083,-12.625,1,0.0463,111.945,4,0.621,Focusbird,118761,0,2017,2017-04-23,"Fireweed, Honey"
49,49,0.1,0.507,252267,0.7709999999999999,1dBNF56g9ISqH7STRIzdEG,7.41e-06,7,0.377,-6.901,1,0.0284,125.146,4,0.71,Bodeans,252266,21,1996,1996-11-12,Heart of Miracle
50,50,0.265,0.509,232072,0.6779999999999999,3IIcTTOJ8kLsbe8JHmx9DY,0.0,11,0.46399999999999997,-7.952000000000001,1,0.326,91.67,3,0.249,Hi-Rez,232071,26,2012,2012-10-30,Race with Time
51,51,0.7090000000000001,0.6559999999999999,231773,0.765,6iB5UGqQpAhnSMdksc9Kau,0.0083,9,0.0584,-8.326,1,0.318,75.609,4,0.846,The Kinks,231773,38,1970,1970-11-27,Apeman - Mono Mix
52,52,0.23600000000000002,0.547,143174,0.753,6hBrqVflkktMAEoN59RBJh,0.0,2,0.9520000000000001,-6.867999999999999,1,0.414,102.279,4,0.84,Walter Alfaiate,143174,6,1999,1999-03-24,Sacode Carola
53,53,0.8440000000000001,0.245,260920,0.23199999999999998,3Flu40QkA9FZwnKcr1gj34,0.0,4,0.0706,-10.763,0,0.0316,108.87700000000001,3,0.0838,Mixed Emotions,260920,1,2016,2016-04-22,Nirvana
54,54,0.00172,0.7440000000000001,267547,0.6609999999999999,5gjwLvaMeMWxwswpzGJeu8,0.0011099999999999999,2,0.35600000000000004,-7.257000000000001,1,0.27399999999999997,76.027,4,0.27699999999999997,Indapen-Entertainment,267547,0,2011,2011-09-21,Cat Like Me (feat. B.I Tha G)
55,55,0.612,0.298,142587,0.396,5JDBdaE4RyszNUyL91ougJ,0.0055899999999999995,7,0.563,-10.005,0,0.0363,124.038,4,0.0396,Marc Papeghin,142586,14,2014,2014-03-20,Fisherman's Horizon
56,56,0.113,0.6779999999999999,223853,0.7559999999999999,5tjKQFkVgOgkXpjJLBz4oV,1.83e-05,7,0.0776,-7.7829999999999995,1,0.0324,102.98100000000001,4,0.503,Lovers,223853,13,2013,2013-09-24,The Modern Art Museum of the Modern Kiss Goodbye
57,57,0.5670000000000001,0.654,240200,0.845,1x5FqAjPiDJgxBq3EQr8en,0.0,5,0.318,-6.98,1,0.0861,95.757,4,0.9059999999999999,Zeca Pagodinho,240200,19,2009,2009-01-01,Posso Até Me Apaixonar
58,58,0.418,0.594,94333,0.6729999999999999,0TKHUU3WzbmGaoZvHtue1X,0.0,2,0.722,-14.588,1,0.8959999999999999,95.85,3,0.5720000000000001,Sherlock Holmes,94333,32,2019,2019-03-08,"Die alten Fälle (Reloaded), Fall 50: Shoscombe Old Place, Teil 10"
59,59,0.000557,0.51,273638,0.872,6kfASJKmX5kIz3nmbTwZXN,1.52e-05,10,0.787,-4.456,0,0.0416,138.031,4,0.5,Roadkill Joey,273638,1,2013,2013-10-31,Princes & Thieves
60,60,0.9690000000000001,0.59,50827,0.289,2EnfMA4HSKJuxNDekKs0Bp,0.11800000000000001,0,0.573,-16.837,1,0.0426,119.43799999999999,4,0.948,Franz Marszalek Anders,50826,0,2016,2016-09-30,"Ein Walzertraum (Mädel, sei net dumm)"
61,61,0.754,0.815,80720,0.442,5FWaF51P3nOV5OMXPVGQUU,0.0011300000000000001,7,0.245,-8.022,1,0.0418,109.539,1,0.965,Michael Fitzpatrick,80720,0,2002,2002-04-01,The Deep Green Pool (72)
62,62,0.927,0.47700000000000004,40974,0.511,3hwSrj0qlA4odlxXT6JD5p,0.85,9,0.157,-6.847,0,0.0427,65.865,4,0.306,Tony Naylor,40974,0,2014,2014-01-01,Oh Mafia Mio - Alternative Mixes & Stings
63,63,0.00505,0.342,265973,0.7040000000000001,0y5soZmGAZw6KFix2OrL79,0.192,1,0.27,-6.071000000000001,0,0.0308,152.539,4,0.27699999999999997,Chris Church,265973,0,2004,2004-01-19,Detour
64,64,0.738,0.501,304170,0.652,1xVe0kGoVsA5169sVZ3Euj,1.84e-05,1,0.0897,-3.565,0,0.0658,82.193,4,0.555,"Amit Kumar, Alka Yagnik, Anuradha Padwal, Anup Jalota",304169,0,2019,2019-01-05,Tumi Amay Korte Sukhi
65,65,0.0255,0.7040000000000001,373920,0.7859999999999999,5hqnwNn3myy5B8V2CZRSDH,0.0127,9,0.146,-9.379,1,0.0465,120.745,4,0.515,Killing Joke,373920,13,2005,2005-01-01,Butcher - 2005 Digital Remaster
66,66,0.6829999999999999,0.41600000000000004,156000,0.36200000000000004,5ITW4WcwWQXZXZ3mlPEErE,0.635,1,0.19699999999999998,-8.919,0,0.0316,118.83,4,0.0399,Tom Rasely,156000,0,2016,2016-11-13,Looking Skyward
67,67,0.5770000000000001,0.715,289960,0.47200000000000003,4Qmzl4f90mBT20DHIRh0de,0.000246,11,0.121,-10.425999999999998,0,0.0298,125.081,4,0.59,The Whiskey Charmers,289960,16,2015,2015-02-18,Straight and Narrow
68,68,0.847,0.374,306445,0.253,1Ci2fTIvDdXuuXsHIBucdb,3.88e-06,9,0.111,-13.895,0,0.0389,97.041,3,0.0966,Músics i Actors de L'Esbudellador Whitechapel,306445,0,2014,2014-12-05,Whitechapel: Res És El Que Sembla
69,69,5.72e-06,0.813,424000,0.915,6MhFlf08odkAHRk2El0os7,0.836,10,0.132,-8.926,0,0.0523,122.00399999999999,4,0.515,Neverdogs,424000,0,2018,2018-08-24,Frontiers - Fortyseven Remix
70,70,0.00621,0.804,238065,0.946,5GHB4R4rDkrgJpTwhSYd9z,0.8059999999999999,5,0.05,-7.847,1,0.0352,124.0,3,0.61,Yousef,238064,5,2019,2019-03-22,You Can't Hide Nothing
71,71,0.982,0.32799999999999996,285067,0.207,7hY6MG86BuvShVCpExmEWK,0.0558,1,0.10099999999999999,-22.989,1,0.0761,175.93900000000002,4,0.618,The Sixteen,285066,3,1993,1993-10-01,"Aria: Grosser Herr, o starker Konig: Weihnachts Oratorium"
72,72,0.33299999999999996,0.6779999999999999,199811,0.8109999999999999,10Rb8ehohKOAwIxNs3d9kk,0.0,11,0.519,-5.5920000000000005,0,0.2,92.706,4,0.6559999999999999,Chucho Flash,199810,0,2013,2013-02-28,Temblor
73,73,0.36,0.522,103605,0.408,1gjWUa4qdvRimc5JI7CqAW,0.0661,7,0.303,-10.998,1,0.0279,87.97,4,0.0697,Alan Cheung 張家誠,103605,0,2018,2018-07-19,The Signature Collection – 12 Treasures
74,74,0.9690000000000001,0.11,266052,0.225,1ykJ09iXcVEcxrEs0MPsGX,1.11e-05,9,0.231,-14.133,1,0.0312,80.558,4,0.124,Chœur du pèlerinage de la COMECE,266051,0,2013,2013-02-04,Messe de Saint-Jacques: Gloria in excelsis Deo
75,75,0.007490000000000001,0.703,326394,0.8590000000000001,6fFqiJePqNhdrlYVUbzh6r,0.0365,1,0.0668,-3.278,1,0.0641,129.994,4,0.5529999999999999,Davis Redfield,326394,1,2012,2012-10-08,Out of Town - Club Mix
76,76,0.0969,0.34600000000000003,534573,0.484,2itavypiQ353esoUhTXvvv,0.154,0,0.11199999999999999,-11.050999999999998,1,0.0417,139.579,4,0.239,Wanamaker Hot,534573,0,2018,2018-02-14,Different Situations
77,77,0.00106,0.802,277107,0.624,4V5diaO4YqRhBSPMWYXqhn,0.82,10,0.131,-9.73,1,0.0523,127.11200000000001,4,0.5760000000000001,Mega Tracks Karaoke Band,277106,0,2014,2014-07-17,Missionary Man (Originally Performed by the Eurythmics) [Instrumental Version]
78,78,0.000583,0.802,427100,0.985,3YM52AWbtwN3f94bEs76sd,0.857,11,0.0687,-6.77,0,0.0799,126.99600000000001,4,0.57,Angelo.S,427100,0,2016,2016-10-15,Damping
79,79,0.9840000000000001,0.261,122867,0.0173,206u59Ajdtxk8BP9kxcoYt,0.0,8,0.0769,-29.003,1,0.0489,114.913,4,0.0528,Franz Schubert,122866,14,1998,1998-05-01,"Schubert: Erster Verlust, D. 226"
80,80,0.00115,0.34,270587,0.895,2qnMFf1gyW1fDVez0T4Ioe,0.00542,2,0.29,-6.155,0,0.0673,115.094,4,0.54,SPiT LiKE THiS,270586,0,2006,2006-04-04,ASSHOLE Pts 1&2
81,81,0.8490000000000001,0.609,145749,0.34,5PYx2b1X6hM7GrN6W5rLq6,0.0565,1,0.0953,-15.327,1,0.27,179.642,3,0.0399,Lotus Seed,145749,14,2017,2017-02-24,Shanta Prashantyai Sarva Sushupti Upasha Mani Svaha (To Release Laziness)
82,82,0.8740000000000001,0.614,263533,0.0478,5uwQ4Yh2M71S2xepujapFb,0.0342,1,0.0878,-25.747,1,0.0418,118.76,4,0.402,Pete Franklin,263533,0,2013,2013-11-21,Prison Bound
83,83,0.0154,0.73,98233,0.423,6Vmv5orkyPvHiWyaN6fzSW,0.0273,8,0.215,-13.415,1,0.0397,123.927,4,0.929,Nonadecimal,98233,0,2014,2014-01-03,Sucrose Sovereignty: Molten Sugar Sacrifice
84,84,0.00023999999999999998,0.462,219084,0.955,2RrvklVOA5Llt30tfnUYRL,0.0616,8,0.149,-3.5,0,0.055999999999999994,84.94,4,0.385,Sinners in Rage,219084,0,2012,2012-04-18,Distracted Sorrows
85,85,0.867,0.484,303800,0.198,3ypDb3ZjUSZr8XWo1l7Ha4,0.23399999999999999,2,0.11,-13.935,1,0.0479,148.225,3,0.711,Lasse Johansson,303800,5,2011,2011-01-08,Echoes from the Snowball Club
86,86,0.95,0.46299999999999997,203154,0.273,07fmKB1O9QLCTuhDpDgSkB,1.17e-05,8,0.147,-12.714,0,0.0654,92.21,4,0.8009999999999999,Lata Mangeshkar,203154,1,2018,2018-10-04,Chaahe Paas Ho Chaahe Dur Ho (From ''Samrat Chandragupta'')
87,87,0.0327,0.61,187467,0.8,1zoDbmdOZ3px5OfFhAq2AF,0.0315,0,0.0585,-8.584,1,0.0274,124.441,4,0.579,Subaqwa,187466,0,1999,1999-08-30,Cody’s Snowy Memo
88,88,0.452,0.473,239400,0.509,6K4nS94bgFCHCI45SlKr8G,0.0,8,0.0699,-8.427999999999999,1,0.0782,175.64700000000002,3,0.653,Lupe Tijerina,239400,14,2009,2009-08-01,Las tres mujeres
89,89,0.00246,0.7140000000000001,242102,0.73,3c3E1rqJc9Xe4ilYhSXt9P,0.611,1,0.161,-14.859000000000002,1,0.134,177.797,4,0.81,Tiphareth-357,242102,0,2017,2017-10-31,"Her Majesty's Sixth Kingdom, Heaven's Pillar"
90,90,0.992,0.243,96000,0.0596,7JaShsf7CuKmMOTin7n4bu,0.493,8,0.105,-25.737,0,0.0395,72.494,3,0.109,Mindfulness Meditation Music Spa Maestro,96000,0,2018,2018-08-01,Coaxing Love
91,91,0.946,0.203,358587,0.0341,2fdw4RwX7OfQvStjM4aq8V,0.131,8,0.11699999999999999,-24.763,1,0.0456,71.675,4,0.195,Johann Sebastian Bach,358586,2,2016,2016-05-06,"Laßt uns sorgen, laßt uns wachen, BWV 213: Aria: Treues Echo dieser Orten (Alto)"
92,92,0.5820000000000001,0.433,418000,0.664,0tOSKMMOPkxiJPgKsFtz9V,0.00151,4,0.256,-9.112,1,0.0373,155.57399999999998,4,0.764,Grateful Dead,418000,11,2006,2006-01-01,"Sugar Magnolia - Live at Paramount Northwest Theatre, Seattle, WA, July 21, 1972"
93,93,0.05,0.688,252593,0.5760000000000001,7zEzz8GBCuTLKBs7iDHpMd,0.0,1,0.17300000000000001,-7.1610000000000005,1,0.0575,124.044,4,0.23,Crownlife Hines,252592,0,2013,2013-03-29,Number 1 Fan (feat. Jc)
94,94,0.00355,0.5710000000000001,86465,0.536,6bgKYmTCy0KNLU0gnjVz2I,0.29,11,0.446,-5.4879999999999995,0,0.033,100.03,4,0.726,Driver,86465,15,2017,2017-09-07,Silly Shanty
95,95,0.523,0.479,212907,0.285,5CAkWaNiMP6if4GOhhj44F,0.00702,11,0.0923,-12.049000000000001,1,0.0281,76.03399999999999,4,0.28300000000000003,Matt Marshak,212906,1,2019,2019-03-29,Hurts Each Time
96,96,0.852,0.518,372560,0.225,6XhFciVtg7O746x52yng1M,0.0523,9,0.135,-11.847000000000001,1,0.155,169.89700000000002,4,0.133,Manu Comté,372560,0,2016,2016-05-03,Aconcagua (Concierto para Bandoneon) - Iii. Presto
97,97,0.965,0.456,246000,0.157,4jBcrPldR1eF3U1zFUJppv,0.0648,10,0.11900000000000001,-15.52,1,0.0419,90.42299999999999,4,0.405,Pierre Dørge,246000,2,1992,1992-01-01,To Alhaji Bai Konte
98,98,0.43700000000000006,0.8140000000000001,166133,0.768,1RKfJrHXhTJDXillJd73Id,0.0,9,0.138,-6.119,0,0.0316,123.723,4,0.973,Sarantis,166133,0,2008,2008-07-01,O Agnostos Theos
99,99,0.124,0.22399999999999998,347533,0.46399999999999997,0tqBBYzER6W7pcw45OVvDu,0.616,3,0.217,-8.048,1,0.0332,119.986,4,0.102,Mekong Delta,347533,0,2013,2013-08-30,The Heroic Gate
100,100,0.313,0.708,157128,0.31,6l2KGXAFWmeFGWm81rA8W1,0.0,1,0.0987,-15.974,1,0.5760000000000001,100.43799999999999,3,0.37200000000000005,Noved,157127,0,2018,2018-09-23,So We Boil Heights
101,101,0.95,0.504,91826,0.131,1fSTm0vfKtvvrGBVQjfWPX,2.21e-06,0,0.114,-13.588,1,0.0424,112.414,4,0.34299999999999997,Schwester Antje,91826,0,2018,2018-12-17,Nikki und die nackten Männer
102,102,0.34,0.617,480189,0.821,2JH7AAXiBBxafgHke7qhZY,2.3e-05,2,0.248,-1.9669999999999999,1,0.0877,117.66799999999999,4,0.6659999999999999,Gull Zahir Mashoo Khel,480188,0,2015,2015-10-23,Zan De Sata
103,103,0.532,0.8270000000000001,213107,0.342,64uSXLidjDyUHwWfC56QZD,0.00406,1,0.0965,-7.9239999999999995,1,0.125,103.18,4,0.391,House Of Pain,213106,24,1994,1994-06-24,On Point - Leathal Dose Remix
104,104,0.924,0.7020000000000001,139147,0.182,0KgvMAQwFKWSTgSUhfRsti,5.550000000000001e-05,5,0.0928,-18.745,0,0.087,128.97799999999998,4,0.473,Vicki Mayo,139146,0,2019,2019-02-01,Frim Fram Sauce
105,105,0.000178,0.73,401702,0.693,5dIHXLp2g6YZO3qHmJpTcf,0.0653,2,0.345,-8.088,0,0.0855,127.99,4,0.48100000000000004,Rue De Gar,401701,1,2007,2007-09-18,Soul Symbol - Original Mix
106,106,0.0565,0.575,216987,0.583,3U38jRqwkssQXszCr9dUyN,0.0,10,0.198,-5.625,1,0.0259,81.955,4,0.37799999999999995,Mariya,216986,0,2011,2011-11-25,Anonymous Angel
107,107,0.79,0.743,170507,0.515,4dTlKZWFDc3Fatdu4MkVRe,0.0,2,0.107,-4.575,0,0.0497,118.551,4,0.8009999999999999,Ike & Tina Turner & Kings Of Rhythm Band,170506,0,2016,2016-11-18,I Idolize You
108,108,0.036000000000000004,0.41,227405,0.845,6YZ31Vx9dWdAJcZDWbtQU3,0.0398,7,0.11599999999999999,-6.111000000000001,1,0.0503,180.41299999999998,4,0.645,Cannon Club,227404,0,2017,2017-04-17,Bored by the Ancient Obligations
109,109,0.976,0.166,92896,0.00268,4DGYndQna2gg44wywWoIlF,0.975,0,0.0886,-38.241,1,0.0461,73.039,4,0.031,Einstein Baby Lullaby Academy,92896,0,2018,2018-12-28,A Break In Reality
110,110,0.556,0.314,90514,0.188,3cjnvjr2ndaeGOaN90VpaP,0.0,10,0.134,-17.452,0,0.028999999999999998,91.3,4,0.6940000000000001,Ariela Savir,90514,0,2011,2011-01-01,Arba Kosot
111,111,0.000178,0.273,112583,0.769,63EhLOeY5Rw2K4nzqvdumX,0.000667,11,0.617,-7.867000000000001,1,0.0356,143.727,4,0.7,Everything in Boxes,112583,4,2018,2018-10-11,Moving Slow (To 90's Punk Rock)
112,112,0.755,0.696,877270,0.5,64pyOdZCoPrb975dCCapW2,0.00013000000000000002,7,0.13,-9.193,0,0.0374,91.234,4,0.777,Biju Narayanan,877270,0,2002,2002-02-08,Sneharoopanaakum Swami
113,113,0.231,0.436,332400,0.43,02sw5R04L1P7qzP6YRMeGR,7.57e-06,7,0.21600000000000003,-15.397,1,0.0507,105.969,4,0.517,Tony Martucci,332400,0,1990,1990-01-01,Deed-Lee-Yah
114,114,0.971,0.231,806000,0.13,56f0jXLXui5ZX4D2cCQBTe,0.858,7,0.325,-16.359,1,0.042,117.084,4,0.0393,Anton Bruckner,806000,3,2004,2004-01-01,Symphony No.3 in D minor - Edition Leopold Nowak: 4. Finale: Allegro
115,115,0.8320000000000001,0.456,189280,0.32299999999999995,6OKJxO863BN0F8uaD39KCu,0.00244,9,0.126,-9.937999999999999,1,0.0298,80.961,4,0.597,Popi Asteriadi,189280,0,2007,2007-11-12,I Mikri Nano
116,116,0.675,0.735,99013,0.48100000000000004,4WjIIVTymnoUjFd2YlR9H0,0.0,8,0.0762,-10.08,1,0.0345,110.97399999999999,4,0.9159999999999999,The Montreal Children's Workshop,99013,0,2008,2008-01-01,Farmer In The Dell
117,117,0.17600000000000002,0.626,169733,0.507,4Hy0dOUJuM6eSGBmtKec8R,0.00442,0,0.32799999999999996,-8.282,1,0.0286,118.197,4,0.742,The Moody Blues,169733,8,1968,1968-07-26,"Dr Livingstone, I Presume - Mono / Single Version"
118,118,0.000181,0.607,250332,0.87,2O4vdeZ5simzQNKCPDMEPd,0.9309999999999999,1,0.0393,-8.537,1,0.0323,148.001,4,0.6729999999999999,Albert 2 Stone,250332,0,2014,2014-05-12,She Bangs (Karaoke Version) - Originally Performed By Ricky Martin
119,119,0.000155,0.804,400024,0.9620000000000001,0ciXcnVxBZcI9LEG9DJI2J,0.851,8,0.0412,-4.533,1,0.0526,123.006,4,0.621,Anthony Velarde,400024,0,2012,2012-06-05,Unify - Original Mix
